ReviewID;CustomerID;ProductID;ReviewDate;Rating;Comment;ConfianceScore;LabelModel;labelFinal
1202;559;4171;2022-12-29;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1203;589;79;2020-04-10;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1204;971;4718;2024-01-02;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1205;143;2544;2024-06-22;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1206;955;2066;2023-02-06;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1207;815;2938;2024-03-21;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1208;977;867;2023-05-04;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1209;328;2831;2023-06-04;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1210;142;3368;2022-06-17;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1211;621;2987;2021-05-23;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1212;75;315;2023-02-19;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1213;347;2666;2021-02-02;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1214;852;3917;2020-02-03;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1215;36;852;2021-09-15;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1216;420;1345;2022-05-31;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1217;528;3834;2023-03-27;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1218;618;1582;2020-01-09;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1219;868;2058;2025-05-24;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1220;633;1686;2025-04-19;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1221;79;1494;2023-02-25;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1222;994;3483;2021-10-31;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1223;400;1816;2022-09-01;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1224;781;3606;2020-06-29;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1225;311;2995;2021-04-19;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1226;397;1356;2021-02-18;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1227;534;78;2021-07-17;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1228;652;42;2024-07-08;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1229;538;2563;2020-01-12;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1230;429;1750;2022-09-29;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1231;982;2840;2020-10-15;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1232;161;614;2021-09-30;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1233;81;4221;2021-05-27;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1234;303;2883;2021-03-13;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1235;733;2525;2020-02-18;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1236;534;4392;2023-10-26;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1237;711;2063;2023-10-20;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1238;910;2459;2023-02-07;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1239;834;4768;2021-06-21;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1240;162;13;2022-01-20;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1241;954;4149;2023-06-03;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1242;281;2643;2024-01-27;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1243;678;2714;2020-11-04;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1244;318;2634;2020-12-25;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1245;837;4275;2022-10-12;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1246;261;1809;2024-01-27;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1247;713;4010;2023-09-08;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1248;486;1327;2023-07-20;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1249;776;4878;2024-12-12;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1250;56;1491;2023-07-15;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1251;339;4278;2024-06-26;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1252;69;309;2023-06-19;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1253;923;3704;2022-11-13;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1254;64;3580;2021-07-28;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1255;682;2679;2020-11-21;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1256;46;3316;2020-06-03;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1257;174;2939;2024-07-16;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1258;634;1204;2024-10-30;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1259;146;2743;2022-10-26;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1260;238;1051;2021-01-27;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1261;535;4095;2022-01-20;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1262;180;3351;2024-01-13;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1263;726;211;2022-02-26;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1264;222;2820;2021-09-27;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1265;169;4611;2022-02-05;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1266;353;4913;2024-01-11;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1267;850;2370;2020-01-27;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1268;703;1953;2020-12-31;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1269;872;2516;2024-11-03;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1270;457;2579;2024-07-04;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1271;7;1894;2024-09-12;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1272;240;3535;2022-11-20;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1273;673;4063;2020-11-19;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1274;290;374;2023-05-10;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1275;126;2719;2021-03-28;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1276;153;2831;2020-05-29;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1277;582;2397;2024-11-25;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1278;616;4790;2023-01-24;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1279;280;4479;2024-04-30;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1280;149;1024;2023-04-14;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1281;125;2484;2020-11-20;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1282;732;881;2023-07-14;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1283;938;3880;2024-09-27;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1284;784;3733;2021-05-20;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1285;47;135;2023-04-25;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1286;271;4226;2021-12-24;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1287;107;598;2023-12-18;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1288;773;4738;2021-06-08;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1289;823;2107;2020-12-05;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1290;494;3828;2024-12-17;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1291;673;477;2021-06-15;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1292;317;3690;2024-09-15;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1293;743;369;2020-06-06;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1294;550;77;2022-02-04;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1295;34;4860;2023-01-02;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1296;865;4739;2022-04-10;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1297;867;4513;2021-01-13;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1298;452;2197;2021-02-02;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1299;971;2270;2020-03-07;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1300;758;1900;2025-03-04;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1301;946;2518;2020-07-29;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1302;637;1832;2025-01-04;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1303;477;4615;2020-10-26;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1304;827;14;2021-05-01;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1305;384;435;2021-10-09;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1306;283;2784;2020-05-03;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1307;314;3549;2022-04-18;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1308;202;2815;2023-11-29;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1309;128;1504;2020-06-27;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1310;694;2645;2022-06-27;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1311;472;1756;2022-11-30;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1312;306;2939;2025-03-21;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1313;418;4614;2021-04-30;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1314;550;4206;2024-08-15;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1315;128;3498;2022-07-23;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1316;49;529;2022-10-05;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1317;851;4339;2021-11-26;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1318;722;3186;2025-01-04;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1319;107;4257;2020-05-06;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1320;212;638;2022-10-14;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1321;166;1838;2021-01-20;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1322;17;2274;2022-10-21;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1323;766;1771;2020-02-05;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1324;227;1009;2022-06-10;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1325;140;690;2021-11-02;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1326;737;4831;2024-03-03;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1327;837;653;2021-07-13;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1328;911;3401;2025-01-25;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1329;324;1338;2023-08-31;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1330;598;4581;2024-03-05;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1331;649;2396;2023-09-02;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1332;677;4094;2023-09-10;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1333;90;758;2024-01-03;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1334;706;1436;2021-05-26;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1335;273;1144;2024-02-18;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1336;124;1660;2021-09-29;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1337;716;1339;2023-02-16;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1338;198;4456;2025-01-26;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1339;146;2140;2020-04-19;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1340;161;4430;2021-09-12;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1341;219;3504;2024-03-07;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1342;49;835;2020-09-05;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1343;410;242;2024-03-31;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1344;567;4034;2021-06-03;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1345;173;4251;2023-05-14;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1346;711;3605;2023-04-01;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1347;910;416;2023-06-24;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1348;947;595;2020-05-30;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1349;653;3061;2022-07-20;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1350;259;3628;2024-11-02;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1351;205;819;2025-02-03;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1352;236;1690;2025-06-05;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1353;456;1525;2020-01-30;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1354;642;2491;2021-10-30;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1355;976;1898;2023-10-09;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1356;751;4206;2021-02-17;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1357;258;2626;2022-10-05;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1358;521;4539;2021-11-28;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1359;179;1547;2022-05-09;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1360;625;927;2024-09-08;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1361;666;1818;2023-04-04;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1362;218;1828;2024-12-23;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1363;942;1524;2021-05-03;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1364;818;1223;2020-03-17;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1365;571;4265;2024-03-23;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1366;547;1858;2020-06-08;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1367;586;1839;2020-02-27;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1368;708;4278;2021-11-07;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1369;55;1034;2022-03-24;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1370;530;882;2023-03-24;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1371;863;1975;2024-04-01;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1372;365;4948;2021-01-08;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1373;911;181;2025-03-08;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
1374;683;4583;2023-02-24;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
1375;6;152;2021-02-25;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1376;684;1224;2023-06-17;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1377;903;2945;2022-03-11;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1378;955;3860;2025-02-07;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1379;482;2460;2024-06-30;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1380;221;1061;2020-09-01;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1381;919;3253;2023-11-16;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1382;115;1404;2024-06-20;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1383;22;1930;2021-01-05;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1384;660;4083;2021-09-14;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1385;603;1151;2024-05-17;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1386;212;4479;2023-03-28;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1387;46;2293;2025-06-09;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1388;309;1202;2022-04-30;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1389;434;2004;2022-02-10;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1390;929;3258;2022-01-04;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1391;829;2419;2022-08-06;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
1392;676;2515;2022-10-28;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1393;91;2455;2020-02-27;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1394;603;2632;2020-02-22;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1395;559;3245;2023-10-16;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1396;357;729;2024-08-13;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1397;753;169;2022-05-02;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1398;805;4677;2024-12-05;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1399;38;4726;2023-08-14;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1400;356;1420;2021-02-14;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
1401;929;58;2021-05-31;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1402;167;3878;2020-02-21;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
1403;317;3537;2020-05-16;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1404;309;4263;2021-10-11;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1405;935;903;2020-03-13;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1406;265;550;2025-04-03;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
1407;400;713;2024-06-22;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1408;310;2069;2022-04-20;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1409;239;4820;2021-11-13;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1410;372;238;2020-10-01;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1411;884;4228;2020-08-09;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1412;118;1026;2022-04-21;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
1413;494;2621;2024-03-13;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
1414;743;3064;2022-08-06;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
1415;488;3202;2020-11-27;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
1416;195;2945;2021-04-22;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1417;505;2506;2025-01-05;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
1418;739;1599;2024-01-17;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
1419;793;4624;2022-10-26;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
1420;490;1180;2022-06-27;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
1421;265;2891;2023-03-14;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
1422;514;3622;2022-03-16;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
1423;95;3747;2024-05-27;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1424;877;4290;2020-04-30;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
1425;205;2495;2023-08-20;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
1426;240;1556;2023-06-07;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1427;772;3732;2022-07-13;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
1428;626;3320;2024-08-14;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
1429;54;26;2023-11-19;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
